id,source,make,model,title,year,mileage,engine,gearbox,power_ps,power_kw,currency,price,estimated_price,cc,url,location,equipment,seller_name,seller_url,range,consumption_fuel,consumption_kw,co2,days_in_sale,ranges,rating
7577017,autouncle.pl,Volvo,V90,Volvo V90 2019r. || Masaże || Podgrzew i wentylowane Fotele || Kam. 360 |…,2019,105187,Diesel,Automatic,0,0,PLN,118900,139527.0,2000.0,,,"Particle filter, Full leather, Cruise control, Climate control, Trailer coupling, Stop&Go, Isofix, GPS, ESP, Traction control, Auto dimming mirror, Rain sensor",Sprzedajemy,,,,,0.0,12.0,,
7475295,autouncle.pl,Volvo,XC60,Volvo XC60 II full led*wirtualny kokpit*android auto*250KM*nawi*tempomat*4x4*Rdesi,2019,125000,Petrol,Automatic,250,183,PLN,123800,139283.0,2000.0,,,"4-wheel drive, Cruise control, Climate control, Stop&Go, Lane warning, Isofix, GPS, Traction control, Rain sensor, Complete service history, Non-smoker, One owner",Gratka,,,,,0.0,95.0,,
7495894,autouncle.pl,BMW,320,BMW 320 640 3dm KM 2019r. 185 493km,2019,185493,Diesel,Automatic,320,235,PLN,169900,191772.0,3000.0,,,"4-wheel drive, Cruise control, Climate control, Isofix, GPS, Traction control, Rain sensor",Auto,,,,,0.0,73.0,,
7571001,autouncle.pl,BMW,X3,BMW X3 xDrive20d ZA,2019,125200,Diesel,Automatic,190,139,PLN,126900,151954.0,2000.0,,,"4-wheel drive, Climate control, Sport seats",Bmw.pl,,,6.4,,167.0,17.0,,
7297625,autouncle.pl,Audi,A8,Audi A8 3.0 V6T Ma wszystko! B&O MatrixLED Pneumatyka Noktowizor VAT23%,2019,126708,Petrol,Automatic,340,250,PLN,209900,228028.0,3000.0,,,"4-wheel drive, Full leather, Cruise control, Glass roof, Climate control, Parking sensor, Sunroof, Stop&Go, Isofix, ESP, Traction control, Headup display, Rain sensor, Complete service history, One owner",Sprzedajemy,,,,,0.0,241.0,,
7570108,autouncle.pl,Jaguar,F-Pace,Jaguar F-Pace 2.0 i4P AWD Prestige ! Z Polskiego Salonu ! Faktura Vat !,2019,99000,Petrol,Automatic,250,183,PLN,119900,134132.0,2000.0,,,"4-wheel drive, Full leather, Cruise control, Glass roof, Climate control, Parking sensor, Isofix, GPS, ESP, Traction control, Xenon headlights, Rain sensor, Complete service history, One owner",Auto,,,,,0.0,17.0,,
7389869,autouncle.pl,Volvo,XC60,Volvo XC60 XC60 T6 AWD Kinetic,2019,149635,Petrol,Automatic,250,183,PLN,114900,132990.0,2000.0,,,,Volvo,,,7.3,,169.0,174.0,,
7475781,autouncle.pl,Audi,Q7,"Audi Q7 II , Serwis ASO, 286 KM, Automat, Skóra, Navi, Klimatronic,",2019,100070,Diesel,Automatic,286,210,PLN,166000,186065.0,3000.0,,,"Full leather, Cruise control, Climate control, Parking sensor, Isofix, ESP, Traction control, Rain sensor",Sprzedajemy,,,,,0.0,94.0,,
7072685,autouncle.pl,Peugeot,5008,Peugeot 5008 1.6dm 180KM 2019r. 57 076km,2019,57076,Petrol,Automatic,180,132,PLN,103400,117003.0,1600.0,,,"Cruise control, Climate control, Parking sensor, Stop&Go, Lane warning, Isofix, GPS, ESP, Rain sensor, Complete service history",Sprzedajemy,,,,,0.0,444.0,,
7563830,autouncle.pl,Jeep,Wrangler,Jeep Wrangler 2.0 TURBO SAHARA 272 KM IV (2017-),2019,98000,Petrol,Automatic,272,200,PLN,155900,181173.0,2000.0,,,"4-wheel drive, Cruise control, Climate control, Isofix, GPS, ESP",Auto,,,,,0.0,23.0,,
7482991,autouncle.pl,Volvo,V90 CC,"Volvo V90 CC V90 Cross Country , 2019r. *FV23 *Went. i Ogrz. Fot. *Masaż *ACC *BLI…",2019,112640,Diesel,Automatic,0,0,PLN,134900,163295.0,2000.0,,,"4-wheel drive, Full leather, Cruise control, Glass roof, Climate control, Sunroof, Stop&Go, Isofix, GPS, ESP, Traction control, Headup display, Auto dimming mirror, Rain sensor",Sprzedajemy,,,,,0.0,86.0,,
7507637,autouncle.pl,VW,Multivan,VW Multivan 2.0 BiTDI,2019,149960,Diesel,Automatic,0,0,PLN,133500,147963.0,2000.0,,,"Full leather, Cruise control, Climate control, Parking sensor, Trailer coupling, Stop&Go, Isofix, ESP, Traction control, Rain sensor, One owner",Sprzedajemy,,,,,0.0,64.0,,
7551937,autouncle.pl,Audi,Q7,"Audi Q7 3,0 TDI mHEV Quattro 2019 F.VAT 23% P.SALON",2019,114423,Diesel,Automatic,0,0,PLN,185000,202179.0,3000.0,,,"4-wheel drive, Full leather, Cruise control, Glass roof, Climate control, Parking sensor, Stop&Go, Isofix, GPS, ESP, Traction control, Rain sensor, Complete service history",Sprzedajemy,,,,,0.0,30.0,,
7551271,autouncle.pl,Audi,Q7,"Audi Q7 45TDI mHEV 231KM tiptronic quattro 2019 r., salon PL, I wł., f-a V…",2019,85800,Diesel,Automatic,231,169,PLN,174900,193483.0,3000.0,,,"4-wheel drive, Cruise control, Climate control, Parking sensor, Stop&Go, Isofix, GPS, ESP, Traction control, Complete service history, Non-smoker, One owner",Sprzedajemy,,,,,0.0,31.0,,
7542055,autouncle.pl,Audi,A7,Audi A7 3dm 286KM 2019r. 132 000km,2019,132000,Diesel,Automatic,286,210,PLN,219900,248868.0,3000.0,,,"4-wheel drive, Stop&Go, Isofix, GPS, Traction control, Rain sensor, Complete service history, One owner",Auto,,,,,0.0,37.0,,
7537658,autouncle.pl,BMW,520,BMW 520 d xDrive Limuzyna,2019,138203,Diesel,Automatic,190,139,PLN,134900,152730.0,2000.0,,,"4-wheel drive, Climate control, Parking sensor, Sport package, Sport seats",Bmw.pl,,,6.2,,162.0,40.0,,
7532294,autouncle.pl,Porsche,Cayenne,Porsche Cayenne ,2019,140000,Petrol,Automatic,340,250,PLN,245000,266300.0,3000.0,,,"Sport seats, One owner",Porsche,,,11.5,,0.0,45.0,,
7531477,autouncle.pl,BMW,530,BMW 530 i xDrive Limuzyna,2019,83750,Petrol,Automatic,252,185,PLN,144900,162384.0,2000.0,,,"4-wheel drive, Climate control, Sport package, Sport seats",Bmw.pl,,,8.0,,181.0,45.0,,
7372962,autouncle.pl,Audi,A6,Audi A6 2dm 204KM 2019r. 110 000km,2019,110000,Diesel,Automatic,204,150,PLN,105609,122154.0,2000.0,,,"4-wheel drive, Particle filter, Cruise control, Glass roof, Climate control, Stop&Go, Isofix, GPS, Traction control, Rain sensor, Complete service history, Non-smoker, One owner",Auto,,,,,0.0,188.0,,
7452948,autouncle.pl,BMW,320,BMW 320 3 d xDrive,2019,48189,Diesel,Automatic,190,139,PLN,113999,131700.0,2000.0,,,"4-wheel drive, Full leather, Cruise control, Climate control, Parking sensor, Stop&Go, Isofix, ESP, Traction control, Rain sensor",Sprzedajemy,,,,,0.0,121.0,,
7117654,autouncle.pl,Land Rover,Discovery Sport,Land Rover Discovery Sport 2dm 180KM 2019r. 63 000km,2019,63000,Diesel,Automatic,180,132,PLN,109900,134073.0,2000.0,,,"4-wheel drive, Full leather, Cruise control, Climate control, Parking sensor, Isofix, GPS, ESP, Traction control, Rain sensor, Complete service history, One owner",Auto,,,,,0.0,398.0,,
7525741,autouncle.pl,Alfa Romeo,Stelvio,Alfa Romeo Stelvio 2dm 280KM 2019r. 68 000km,2019,68000,Petrol,Automatic,280,205,PLN,109000,128793.0,2000.0,,,"Cruise control, Glass roof, Climate control, Sunroof, Stop&Go, Isofix, GPS, Traction control, Xenon headlights, Sport seats, Rain sensor",Auto,,,,,0.0,50.0,,
7382392,autouncle.pl,BMW,520,BMW 520 d Limuzyna,2019,140883,Diesel,Automatic,190,139,PLN,129900,143880.0,2000.0,,,"Climate control, Sport package, Sport seats",Bmw.pl,,,5.8,,152.0,180.0,,
7523352,autouncle.pl,Volvo,XC90,Volvo XC90 D5 SCR AWD Inscription,2019,117925,Diesel,Automatic,235,172,PLN,154900,170363.0,2000.0,,,"4-wheel drive, Cruise control, Climate control, Lane warning, Isofix, ESP, Traction control, Driver alert, Rain sensor",Renault,,,6.0,,158.0,52.0,,
7471740,autouncle.pl,BMW,X4,BMW X4 M40i,2019,76371,Petrol,Automatic,360,264,PLN,189800,208670.0,3000.0,,,"Climate control, Headup display, Electric seat, Sport seats",Bmw.pl,,,10.6,,240.0,100.0,,
7354898,autouncle.pl,BMW,X5,BMW X5 xDrive40i 340KM 2019r. Polski SALON Mpakiet HeadUp H/K Panorama Ful…,2019,71000,Petrol,Automatic,340,250,PLN,219800,248319.0,3000.0,,,"4-wheel drive, Cruise control, Glass roof, Climate control, Parking sensor, Trailer coupling, Sunroof, Stop&Go, Isofix, GPS, ESP, Traction control, Headup display, Sport package, Sport seats, Rain sensor, Complete service history, Non-smoker, One owner",Sprzedajemy,,,,,0.0,203.0,,
7515434,autouncle.pl,BMW,530e,"BMW 530e SERIA 5 VII (G30/G31)252 KM, hybryda Plug-In,, Luxury-Line,stan idealny",2019,83000,Hybrid,Automatic,252,185,PLN,115900,142549.0,2000.0,,,"Full leather, Cruise control, Climate control, Parking sensor, Sunroof, Stop&Go, Isofix, GPS, ESP, Traction control, Xenon headlights, Sport package, Rain sensor, Complete service history",Gratka,,,,,0.0,58.0,,
7513711,autouncle.pl,Alfa Romeo,Stelvio,Alfa Romeo Stelvio 2dm 280KM 2019r. 41 000km,2019,41000,Petrol,Automatic,280,205,PLN,112999,136547.0,2000.0,,,"4-wheel drive, Cruise control, Climate control, Stop&Go, Lane warning, Isofix, GPS, Traction control, Xenon headlights, Rain sensor",Auto,,,,,0.0,59.0,,
6690806,autouncle.pl,Audi,A8,Audi A8 IV (D5) L 55 TFSI Quattro Tiptr.,2019,65000,Petrol,Automatic,340,250,PLN,209999,235068.0,3000.0,,,4-wheel drive,Gratka,,,,,0.0,806.0,,
7137187,autouncle.pl,Jeep,Wrangler,Jeep Wrangler 2dm 272KM 2019r. 58 769km,2019,58769,Petrol,Automatic,272,200,PLN,139900,159383.0,2000.0,,,"4-wheel drive, Cruise control, Climate control, Stop&Go, Isofix, ESP, Traction control, Xenon headlights, Non-smoker",Gratka,,,,,0.0,380.0,,
7465320,autouncle.pl,BMW,X4,BMW X4 2dm 252KM 2019r. 28 000km,2019,28000,Petrol,Automatic,252,185,PLN,149000,165950.0,2000.0,,,"4-wheel drive, Cruise control, Climate control, Sunroof, Complete service history, Non-smoker",Auto,,,,,0.0,109.0,,
7504427,autouncle.pl,BMW,520,BMW 520 d xDrive Limuzyna,2019,86600,Diesel,Automatic,190,139,PLN,144900,165225.0,2000.0,,,"4-wheel drive, Climate control, GPS, Sport package, Sport seats",Bmw.pl,,,5.5,,145.0,66.0,,
7406277,autouncle.pl,Volvo,XC90,"Volvo XC90 4x4,235KM,LED,Panorama,Gwarancja II (2014-)",2019,149000,Diesel,Automatic,235,172,PLN,135900,162361.0,2000.0,,,"4-wheel drive, Particle filter, Cruise control, Glass roof, Climate control, Parking sensor, Sunroof, Stop&Go, Lane warning, Isofix, GPS, ESP, Traction control, Headup display, Rain sensor, Complete service history, Non-smoker, One owner",Auto,,,,,0.0,161.0,,
7479457,autouncle.pl,Mercedes,Vito,Mercedes Vito 2dm 163KM 2019r. 154 000km,2019,154000,Diesel,Automatic,163,119,PLN,105691,119978.0,2000.0,,,"Climate control, GPS, Complete service history, One owner",Auto,,,,,0.0,89.0,,
7476645,autouncle.pl,Ford,Mustang,Ford Mustang 5dm 450KM 2019r. 18 000km,2019,18000,Petrol,Manual,450,330,PLN,130000,149835.0,5000.0,,,"Cruise control, Climate control, Lane warning, Isofix, GPS, Traction control, Sport seats, Rain sensor, Complete service history, One owner",Auto,,,,,0.0,93.0,,
7473687,autouncle.pl,Jeep,Grand Cherokee,Jeep Grand Cherokee IV [WK2] 18500km PRZEBIEG,2019,18500,Petrol,Automatic,286,210,PLN,104000,126897.0,3600.0,,,"4-wheel drive, Full leather, Cruise control, Glass roof, Climate control, Parking sensor, Stop&Go, GPS, ESP, Xenon headlights, Headup display, Rain sensor",Gratka,,,,,0.0,97.0,,
7314631,autouncle.pl,Jeep,Grand Cherokee,Jeep Grand Cherokee IV [WK2] Skórzana tapicerka,2019,48000,Petrol,Automatic,286,210,PLN,105000,123648.0,3600.0,,,"4-wheel drive, Full leather, Cruise control, Climate control, Parking sensor, Stop&Go, GPS, ESP, Traction control, Rain sensor",Gratka,,,,,0.0,230.0,,
7372874,autouncle.pl,BMW,X3,BMW X3 xDrive20d ZA,2019,119161,Diesel,Automatic,190,139,PLN,134900,152831.0,2000.0,,,"4-wheel drive, Climate control, Sport package, Sport seats",Bmw.pl,,,6.8,,178.0,188.0,,
7162514,autouncle.pl,Porsche,Panamera 4,Porsche Panamera 4 PanameraE-Hybrid Panorama Night Vision Chrono Kamery,2019,91000,Hybrid,Automatic,330,242,PLN,330000,361139.0,2900.0,,,"4-wheel drive, Cruise control, Glass roof, Climate control, Parking sensor, Sunroof, GPS, Traction control, Sport seats, Rain sensor",Gratka,,,,,0.0,356.0,,
7363794,autouncle.pl,Land Rover,Range Rover evoque,Land Rover Range Rover evoque Salon Polska / Serwisowany w ASO / Panorama / FV marża,2019,63075,Diesel,Automatic,180,132,PLN,109900,135037.0,2000.0,,,"4-wheel drive, Full leather, Cruise control, Glass roof, Climate control, Stop&Go, Isofix, GPS, Rain sensor, Complete service history",Auto,,,,,0.0,196.0,,
6780203,autouncle.pl,Land Rover,Range Rover Velar,Land Rover Range Rover Velar 2dm 250KM 2019r. 60 000km,2019,60000,Petrol,Automatic,250,183,PLN,159900,185679.0,2000.0,,,"4-wheel drive, Cruise control, Climate control, Parking sensor, Stop&Go, Isofix, ESP, Traction control, Rain sensor, Complete service history, One owner",Gratka,,,,,0.0,715.0,,
6628536,autouncle.pl,Land Rover,Range Rover Velar,Land Rover Range Rover Velar 2dm 180KM 2019r. 57 900km,2019,57900,Diesel,Automatic,180,132,PLN,184900,201045.0,2000.0,,,"4-wheel drive, Full leather, Cruise control, Climate control, Parking sensor, Stop&Go, Isofix, GPS, ESP, Traction control, Rain sensor, Complete service history, One owner",Gratka,,,,,0.0,878.0,,
6712396,autouncle.pl,Audi,A8,Audi A8 IV (D5) 55 TFSI Quattro Tiptr.,2019,21000,Petrol,Automatic,340,250,PLN,235000,255723.0,3000.0,,,"4-wheel drive, Full leather, Cruise control, Climate control, Parking sensor, Sunroof, Xenon headlights, Rain sensor",Gratka,,,,,0.0,784.0,,
6496140,autouncle.pl,Mercedes,E220,Mercedes E220 2dm 194KM 2019r. 150 661km,2019,150661,Diesel,Automatic,194,142,PLN,129024,143686.0,2000.0,,,"Particle filter, Glass roof, Climate control, Stop&Go, Isofix, GPS, Traction control, Xenon headlights, Headup display, Complete service history",Auto,,,,,0.0,1003.0,,
5760019,autouncle.pl,Jeep,Wrangler,Jeep Wrangler 2dm 272KM 2019r. 2km,2019,2000,Petrol,Automatic,272,200,PLN,215890,233466.0,2000.0,,,"4-wheel drive, Full leather, Cruise control, Climate control, Stop&Go, ESP, Traction control",Auto,,,,,0.0,1082.0,,
7590175,autouncle.pl,BMW,520,BMW 520 d xDrive Touring,2019,94853,Diesel,Automatic,190,139,PLN,124900,139799.0,2000.0,,,"4-wheel drive, Climate control, Trailer coupling, Stop&Go, Sport package, Sport seats",Bmw.pl,,,6.4,,168.0,2.0,,
7588743,autouncle.pl,BMW,520,BMW 520 X-Drive Salon Polska Gwarancja G30/G31 (2017-2023),2019,108000,Diesel,Automatic,190,139,PLN,108899,130101.0,2000.0,,,"4-wheel drive, Cruise control, Climate control, Parking sensor, Stop&Go, Isofix, ESP, Traction control, Rain sensor, Complete service history",Sprzedajemy,,,,,0.0,4.0,,
7587947,autouncle.pl,Volvo,XC90,Volvo XC90 XC90 D5 AWD Inscription,2019,111472,Diesel,Automatic,235,172,PLN,144900,169959.0,2000.0,,,,Volvo,,,7.9,,206.0,4.0,,
7561279,autouncle.pl,Skoda,Kodiaq,Skoda Kodiaq 1.5 TSI,2019,29502,Petrol,Manual,0,0,PLN,111999,126042.0,1500.0,,,"Cruise control, Climate control, Parking sensor, Trailer coupling, Stop&Go, Isofix, ESP, Traction control",Sprzedajemy,,,,,0.0,25.0,,
7526892,autouncle.pl,Toyota,Proace Verso,Toyota Proace Verso 2.0 D-4D,2019,156423,Diesel,Automatic,177,130,PLN,109999,123584.0,2000.0,,,"Cruise control, Climate control, Parking sensor, Stop&Go, Isofix, ESP, Traction control",Sprzedajemy,,,,,0.0,48.0,,
7333453,autouncle.pl,BMW,530,BMW 530 SERIA d xDrive Luxury Line aut,2019,155000,Diesel,Automatic,265,194,PLN,144900,171934.0,3000.0,,,"4-wheel drive, Full leather, Cruise control, Climate control, Stop&Go, Isofix, GPS, ESP, Rain sensor",Renault,,,5.3,,139.0,221.0,,
7513907,autouncle.pl,Volvo,XC60,Volvo XC60 XC60 B5 D AWD R-Design aut,2020,109000,Hybrid,Automatic,235,172,PLN,155900,171103.0,2000.0,,,,Volvo,,,6.4,,167.0,59.0,,
7590015,autouncle.pl,Audi,Q2,Audi Q2 35TFSI Stronic Sline Led PakietCzerń Ambiente Asystenci,2020,59900,Petrol,Automatic,150,110,PLN,109980,129610.0,1500.0,,,"Climate control, Parking sensor, Stop&Go, Isofix, GPS, ESP, Traction control, Sport package, Sport seats, Rain sensor, Complete service history, Non-smoker, One owner",Auto,,,,,0.0,3.0,,
7530347,autouncle.pl,BMW,X5,BMW X5 xDrive25d. WW303SJ G05 (2018-),2020,150089,Diesel,Automatic,231,169,PLN,184700,206335.0,2000.0,,,"4-wheel drive, Cruise control, Climate control, Trailer coupling, Stop&Go, Isofix, GPS, ESP, Rain sensor, Complete service history, One owner",Auto,,,,,0.0,46.0,,
7564440,autouncle.pl,Land Rover,Range Rover evoque,Land Rover Range Rover evoque 2dm 200KM 2020r. 73 555km,2020,73555,Petrol,Automatic,200,147,PLN,126900,150739.0,2000.0,,,"4-wheel drive, Full leather, Cruise control, Climate control, Parking sensor, Rain sensor, One owner",Auto,,,,,0.0,22.0,,
7556556,autouncle.pl,Toyota,RAV4 Hybrid,Toyota RAV4 Hybrid 2.5 Hybrid Executive 4x4 ! Z polskiego salonu ! Faktura VAT !…,2020,174000,Hybrid,Automatic,222,163,PLN,119800,134661.0,2500.0,,,"4-wheel drive, Full leather, Cruise control, Glass roof, Climate control, Parking sensor, Stop&Go, Isofix, GPS, ESP, Traction control, Rain sensor, Complete service history, One owner",Auto,,,,,0.0,26.0,,
7587507,autouncle.pl,Porsche,Cayenne,Porsche Cayenne 3dm 340KM 2020r. 154 000km,2020,154000,Petrol,Automatic,340,250,PLN,203170,228574.0,3000.0,,,"4-wheel drive, Cruise control, Climate control, Stop&Go, Lane warning, Isofix, GPS, Traction control, Sport seats, Rain sensor, Complete service history, One owner",Auto,,,,,0.0,4.0,,
7531664,autouncle.pl,Volvo,XC60,Volvo XC60 XC60 B5 D AWD Inscription aut,2020,131622,Hybrid,Automatic,235,172,PLN,149900,168042.0,2000.0,,,,Volvo,,,6.3,,164.0,45.0,,
7547328,autouncle.pl,Toyota,RAV4,Toyota RAV4 RAV-42.0 Comfort 4x2 MS Kombi dw5ls39 V (2018),2020,100367,Petrol,Automatic,175,128,PLN,100000,120447.0,2000.0,,,"Cruise control, Climate control, Parking sensor, Trailer coupling, Isofix, ESP, Traction control, Rain sensor, One owner",Gratka,,,,,0.0,33.0,,
6708268,autouncle.pl,Land Rover,Range Rover Velar,Land Rover Range Rover Velar 2.0 AWD 250KM,2020,43000,Petrol,Automatic,250,183,PLN,189000,211983.0,2000.0,,,"4-wheel drive, Glass roof",Gratka,,,,,0.0,788.0,,
7584476,autouncle.pl,Volvo,XC60,Volvo XC60 2dm 197KM 2020r. 65 000km,2020,65000,Hybrid,Automatic,197,144,PLN,154900,182095.0,2000.0,,,"4-wheel drive, Full leather, Cruise control, Climate control, Parking sensor, Lane warning, Isofix, ESP, Traction control, Driver alert, Rain sensor, Complete service history, One owner",Auto,,,,,0.0,6.0,,
7584288,autouncle.pl,Skoda,Kodiaq,Skoda Kodiaq VAT 23% Salon PL I właściciel SportLine I (2016-2024),2020,189000,Petrol,Automatic,190,139,PLN,110000,113528.0,2000.0,,,"4-wheel drive, Cruise control, Climate control, Parking sensor, Stop&Go, Lane warning, Isofix, Traction control, Sport package, Sport seats, Rain sensor, Complete service history, One owner",Sprzedajemy,,,,,0.0,7.0,,
7539738,autouncle.pl,BMW,X5,BMW X5 xDrive30d ! Pneumatyka ! 7 Os ! Z Polskiego Salonu ! Faktura VAT 23…,2020,136000,Diesel,Automatic,286,210,PLN,239900,271200.0,3000.0,,,"4-wheel drive, Cruise control, Glass roof, Climate control, Parking sensor, Sunroof, Stop&Go, Isofix, ESP, Traction control, Headup display, Rain sensor, Complete service history, One owner",Auto,,,,,0.0,39.0,,
7485307,autouncle.pl,Audi,A5 Sportback,Audi A5 Sportback 3.0 TDI 231KM Quattro. Gwarancja 09.2025. F5 (2016-),2020,61000,Diesel,Manual,0,0,PLN,165000,181086.0,3000.0,,,"4-wheel drive, Full leather, Cruise control, Climate control, Parking sensor, Trailer coupling, Stop&Go, Isofix, GPS, ESP, Traction control, Rain sensor, Complete service history",Sprzedajemy,,,,,0.0,83.0,,
7580030,autouncle.pl,BMW,X5,BMW X5 3dm 286KM 2020r. 136 000km,2020,136000,Diesel,Automatic,286,210,PLN,239900,260622.0,3000.0,,,"4-wheel drive, Glass roof, Climate control, Sunroof, Stop&Go, Isofix, Traction control, Headup display, Rain sensor, Complete service history, One owner",Auto,,,,,0.0,10.0,,
7374121,autouncle.pl,BMW,530,BMW 530 i xDrive Touring,2020,134999,Petrol,Automatic,252,185,PLN,124999,151718.0,2000.0,,,"4-wheel drive, GPS, Sport package, Sport seats",Bmw.pl,,,7.8,,178.0,187.0,,
7579851,autouncle.pl,VW,Arteon,"VW Arteon 1.5 TSI 20/21r. salon Polska, bezwypadkowy",2020,57988,Petrol,Manual,0,0,PLN,109900,128855.0,1500.0,,,"Cruise control, Climate control, Parking sensor, Stop&Go, Isofix, ESP, Complete service history",Sprzedajemy,,,,,0.0,10.0,,
7577361,autouncle.pl,Volvo,XC60,Volvo XC60 XC60 B5 D AWD Inscription aut,2020,182054,Hybrid,Automatic,235,172,PLN,144900,161218.0,2000.0,,,,Volvo,,,6.3,,164.0,12.0,,
7577053,autouncle.pl,BMW,X5,BMW X5 M50d,2020,125988,Diesel,Automatic,400,294,PLN,249900,277456.0,3000.0,,,"4-wheel drive, Glass roof, Climate control, Trailer coupling, Headup display",Bmw.pl,,,8.5,,222.0,12.0,,
7576701,autouncle.pl,BMW,X3,BMW X3 xDrive30i xLine aut,2020,80000,Petrol,Automatic,0,0,PLN,129900,146876.0,2000.0,,,"4-wheel drive, Cruise control, Glass roof, Climate control, Isofix, GPS",Renault,,,7.2,,164.0,12.0,,
7556674,autouncle.pl,BMW,X4,BMW X4 xDrive20i,2020,113000,Petrol,Automatic,184,135,PLN,149900,169952.0,2000.0,,,"4-wheel drive, Climate control, Sport package, Electric seat, Sport seats",Bmw.pl,,,7.8,,179.0,26.0,,
7572384,autouncle.pl,BMW,320,BMW 320 d xDrive,2020,136100,Diesel,Automatic,190,139,PLN,119900,138238.0,2000.0,,,"4-wheel drive, Climate control, Trailer coupling, Stop&Go, Sport package, Sport seats",Bmw.pl,,,5.1,,132.0,16.0,,
7538489,autouncle.pl,BMW,X3,BMW X3 2dm 190KM 2020r. 126 514km,2020,126514,Diesel,Automatic,190,139,PLN,136900,163244.0,2000.0,,,"4-wheel drive, Cruise control, Climate control, Parking sensor, Stop&Go, Isofix, GPS, ESP, Traction control, Rain sensor, One owner",Sprzedajemy,,,,,0.0,40.0,,
7492076,autouncle.pl,BMW,X5,BMW X5 X5 G05M50d Final Edition Salon PL 1wł.,2020,187005,Diesel,Automatic,400,294,PLN,227900,246477.0,3000.0,,,"4-wheel drive, Cruise control, Glass roof, Climate control, Sunroof, Stop&Go, Lane warning, Isofix, GPS, Headup display, Rain sensor, Complete service history, One owner",Gratka,,,,,0.0,77.0,,
7571957,autouncle.pl,BMW,X3,BMW X3 X3 G01xDrive20d mHEV Advantage sport-aut hak,2020,120413,Diesel,Automatic,190,139,PLN,135900,164129.0,2000.0,,,"4-wheel drive, Trailer coupling",Gratka,,,,,0.0,16.0,,
7487248,autouncle.pl,Volvo,XC60,Volvo XC60 T4 Momentum aut ! Z Polskiego Salon ! Faktura Vat ! II (2017-),2020,111000,Petrol,Automatic,190,139,PLN,112900,128773.0,2000.0,,,"4-wheel drive, Cruise control, Climate control, Parking sensor, Stop&Go, Lane warning, Isofix, ESP, Traction control, Driver alert, Rain sensor, Complete service history, One owner",Sprzedajemy,,,,,0.0,81.0,,
7569320,autouncle.pl,Toyota,RAV4 Hybrid,Toyota RAV4 Hybrid 2020 Rok 38 tys. km !,2020,38000,Hybrid,Automatic,0,0,PLN,129000,143293.0,2500.0,,,"Full leather, Cruise control, Climate control, Parking sensor, Stop&Go, Isofix, ESP, Traction control, Rain sensor, Complete service history, One owner",Sprzedajemy,,,,,0.0,18.0,,
7567035,autouncle.pl,Volvo,XC60,Volvo XC60 B4 D Inscription ! Z Polskiego Salonu ! Faktura Vat ! II (2017…,2020,160000,Hybrid,Automatic,197,144,PLN,139900,169241.0,2000.0,,,"4-wheel drive, Full leather, Cruise control, Climate control, Parking sensor, Lane warning, Isofix, ESP, Traction control, Driver alert, Rain sensor, Complete service history, One owner",Auto,,,,,0.0,20.0,,
7482111,autouncle.pl,Volvo,XC90,Volvo XC90 XC90 B5 D AWD Inscription aut,2020,144380,Hybrid,Automatic,239,175,PLN,174900,201584.0,2000.0,,,,Volvo,,,6.8,,177.0,87.0,,
7416704,autouncle.pl,Toyota,Land Cruiser,Toyota Land Cruiser VI 150 2.8 D4D 4X4 177KM,2020,115500,Diesel,Automatic,177,130,PLN,199000,218559.0,2800.0,,,,Gratka,,,,,0.0,152.0,,
7556730,autouncle.pl,BMW,X6,BMW X6 xDrive40i,2020,49900,Petrol,Automatic,340,250,PLN,279900,308053.0,3000.0,,,"4-wheel drive, Sport package",Bmw.pl,,,10.5,,237.0,26.0,,
7555853,autouncle.pl,BMW,520,BMW 520 5 d xDrive,2020,82739,Diesel,Automatic,190,139,PLN,122999,146318.0,2000.0,,,"4-wheel drive, Full leather, Cruise control, Climate control, Parking sensor, Stop&Go, Isofix, ESP, Traction control, Rain sensor",Sprzedajemy,,,,,0.0,27.0,,
7551782,autouncle.pl,Volvo,XC90,Volvo XC90 XC90 B5 D AWD Inscription aut,2020,128000,Hybrid,Automatic,239,175,PLN,179900,205795.0,2000.0,,,,Volvo,,,6.8,,178.0,30.0,,
7548562,autouncle.pl,Audi,A5,Audi A5 2dm 190KM 2020r. 107 150km,2020,107150,Diesel,Automatic,190,139,PLN,105690,123256.0,2000.0,,,"4-wheel drive, Cruise control, Climate control, Sunroof, Stop&Go, Lane warning, Isofix, GPS, Traction control, Sport seats, Rain sensor, Complete service history, One owner",Auto,,,,,0.0,32.0,,
7542724,autouncle.pl,BMW,X3,BMW X3 xDrive20d ZA,2020,69448,Diesel,Automatic,190,139,PLN,149700,171525.0,2000.0,,,"4-wheel drive, Climate control, Stop&Go",Bmw.pl,,,5.9,,154.0,36.0,,
6886650,autouncle.pl,Porsche,Macan,Porsche Macan ,2020,32000,Petrol,Automatic,0,0,PLN,205000,230841.0,2000.0,,,,Sprzedajemy,,,,,0.0,630.0,,
7416169,autouncle.pl,Volvo,XC90,Volvo XC90 XC90 B5 B AWD Momentum aut,2020,128485,Hybrid,Automatic,239,175,PLN,179900,205671.0,2000.0,,,,Volvo,,,6.8,,178.0,152.0,,
